donor_id,library_id,library_sequencing_run,library_preparation_batch
RM222,GSM5955964,SRR18334101,HiSeq_4000
RM234,GSM5955965,SRR18334102,HiSeq_4000
RM248,GSM5955966,SRR18334103,HiSeq_4000
RM249,GSM5955967,SRR18334104,HiSeq_4000
RM263,GSM5955963,SRR18334100,HiSeq_4000
RM264,"GSM5955951,GSM5955952,GSM5955953","SRR18334086,SRR18334087,SRR18334088,SRR18334089",HiSeq_4000
RM272,"GSM5955954,GSM5955955,GSM5955956","SRR18334090,SRR18334091,SRR18334092,SRR18334093",HiSeq_4000
RM273,"GSM5955957,GSM5955958,GSM5955959","SRR18334094,SRR18334095,SRR18334096",HiSeq_4000
RM282,"GSM5955960,GSM5955961,GSM5955962","SRR18334097,SRR18334098,SRR18334099",HiSeq_4000
