run_accession	experiment_accession	sample_accession	sample_alias	library_name	library_strategy	instrument_model	instrument_platform	read_count	base_count	experiment_title	sample_title
SRR24975465	SRX20732952	SAMN35813505	GSM7500490	GSM7500490	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196136942	17848461722	Illumina NovaSeq 6000 sequencing: GSM7500490: hbca_c28,P22,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c28,P22,replicate_1,contra,short_digestion
SRR24975467	SRX20732951	SAMN35813506	GSM7500489	GSM7500489	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	176716384	16081190944	Illumina NovaSeq 6000 sequencing: GSM7500489: hbca_c27,P21,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c27,P21,replicate_1,contra,overnight_digestion
SRR24975469	SRX20732950	SAMN35813507	GSM7500488	GSM7500488	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	199539663	18158109333	Illumina NovaSeq 6000 sequencing: GSM7500488: hbca_c43,P34,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c43,P34,replicate_1,contra,overnight_digestion
SRR24975473	SRX20732947	SAMN35813510	GSM7500485	GSM7500485	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	197946367	17617226663	Illumina NovaSeq 6000 sequencing: GSM7500485: hbca_c26,P20,replicate_1,NA,overnight_digestion Homo sapiens RNA-Seq	hbca_c26,P20,replicate_1,NA,overnight_digestion
SRR24975476	SRX20732946	SAMN35813511	GSM7500484	GSM7500484	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	189625875	16876702875	Illumina NovaSeq 6000 sequencing: GSM7500484: hbca_c25,P20,replicate_1,NA,short_digestion Homo sapiens RNA-Seq	hbca_c25,P20,replicate_1,NA,short_digestion
SRR24975479	SRX20732944	SAMN35813513	GSM7500482	GSM7500482	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	199286052	18135030732	Illumina NovaSeq 6000 sequencing: GSM7500482: hbca_c33,P25,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c33,P25,replicate_1,contra,overnight_digestion
SRR24975481	SRX20732943	SAMN35813514	GSM7500481	GSM7500481	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	194853470	17731665770	Illumina NovaSeq 6000 sequencing: GSM7500481: hbca_c39,P31,replicate_1,left,overnight_digestion Homo sapiens RNA-Seq	hbca_c39,P31,replicate_1,left,overnight_digestion
SRR24975484	SRX20732942	SAMN35813515	GSM7500480	GSM7500480	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	187503711	17062837701	Illumina NovaSeq 6000 sequencing: GSM7500480: hbca_c38,P30,replicate_1,right,overnight_digestion Homo sapiens RNA-Seq	hbca_c38,P30,replicate_1,right,overnight_digestion
SRR24975485	SRX20732941	SAMN35813523	GSM7500472	GSM7500472	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	360412188	45411935688	Illumina HiSeq 4000 sequencing: GSM7500472: hbca_c10,P09,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c10,P09,replicate_1,contra,overnight_digestion
SRR24975486	SRX20732948	SAMN35813516	GSM7500479	GSM7500479	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	228673418	20809281038	Illumina NovaSeq 6000 sequencing: GSM7500479: hbca_c37,P29,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c37,P29,replicate_1,contra,overnight_digestion
SRR24975492	SRX20732936	SAMN35813518	GSM7500477	GSM7500477	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	218822738	19912869158	Illumina NovaSeq 6000 sequencing: GSM7500477: hbca_c35,P27,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c35,P27,replicate_1,contra,short_digestion
SRR24975494	SRX20732935	SAMN35813519	GSM7500476	GSM7500476	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	245259105	22318578555	Illumina NovaSeq 6000 sequencing: GSM7500476: hbca_c34,P26,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c34,P26,replicate_1,contra,overnight_digestion
SRR24975495	SRX20732935	SAMN35813519	GSM7500476	GSM7500476	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	246023561	22388144051	Illumina NovaSeq 6000 sequencing: GSM7500476: hbca_c34,P26,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c34,P26,replicate_1,contra,overnight_digestion
SRR24975498	SRX20732932	SAMN35813522	GSM7500473	GSM7500473	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	342274452	43126580952	Illumina HiSeq 4000 sequencing: GSM7500473: hbca_c11,P10,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c11,P10,replicate_1,contra,short_digestion
SRR24975499	SRX20732931	SAMN35813525	GSM7500470	GSM7500470	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	348249946	43879493196	Illumina HiSeq 4000 sequencing: GSM7500470: hbca_c08,P08,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c08,P08,replicate_1,contra,short_digestion
SRR24975503	SRX20732927	SAMN35813531	GSM7500464	GSM7500464	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	348639606	43928590356	Illumina HiSeq 4000 sequencing: GSM7500464: hbca_c02,P02,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c02,P02,replicate_1,contra,short_digestion
SRR24975505	SRX20732925	SAMN35813572	GSM7500423	GSM7500423	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	200305096	18227763736	Illumina NovaSeq 6000 sequencing: GSM7500423: hbca_c114,P73,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c114,P73,replicate_1,right,3hr_digestion
SRR24975507	SRX20732924	SAMN35813573	GSM7500422	GSM7500422	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	197373336	17960973576	Illumina NovaSeq 6000 sequencing: GSM7500422: hbca_c113,P72,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c113,P72,replicate_1,right,2hr_digstion
SRR24975510	SRX20732922	SAMN35813575	GSM7500420	GSM7500420	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	208594746	18982121886	Illumina NovaSeq 6000 sequencing: GSM7500420: hbca_c111,P70,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c111,P70,replicate_1,right,3hr_digestion
SRR24975512	SRX20732921	SAMN35813577	GSM7500418	GSM7500418	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	191898853	17462795623	Illumina NovaSeq 6000 sequencing: GSM7500418: hbca_c109,P68,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c109,P68,replicate_1,left,2hr_digstion
SRR24975513	SRX20732921	SAMN35813577	GSM7500418	GSM7500418	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	190775946	17360611086	Illumina NovaSeq 6000 sequencing: GSM7500418: hbca_c109,P68,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c109,P68,replicate_1,left,2hr_digstion
SRR24975515	SRX20732920	SAMN35813584	GSM7500411	GSM7500411	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	185104078	16844471098	Illumina NovaSeq 6000 sequencing: GSM7500411: hbca_c102,P63,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c102,P63,replicate_1,right,3hr_digestion
SRR24975518	SRX20732919	SAMN35813578	GSM7500417	GSM7500417	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	190880749	17370148159	Illumina NovaSeq 6000 sequencing: GSM7500417: hbca_c108,P67,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c108,P67,replicate_1,left,3hr_digestion
SRR24975520	SRX20732918	SAMN35813579	GSM7500416	GSM7500416	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196031494	17838865954	Illumina NovaSeq 6000 sequencing: GSM7500416: hbca_c107,P66,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c107,P66,replicate_1,right,3hr_digestion
SRR24975526	SRX20732915	SAMN35813582	GSM7500413	GSM7500413	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	184357306	16776514846	Illumina NovaSeq 6000 sequencing: GSM7500413: hbca_c104,P64,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c104,P64,replicate_1,right,2hr_digstion
SRR24975528	SRX20732914	SAMN35813583	GSM7500412	GSM7500412	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196562052	17887146732	Illumina NovaSeq 6000 sequencing: GSM7500412: hbca_c103,P64,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c103,P64,replicate_1,left,2hr_digstion
SRR24975529	SRX20732913	SAMN35813591	GSM7500404	GSM7500404	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	185912051	16917996641	Illumina NovaSeq 6000 sequencing: GSM7500404: hbca_c94,P60,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c94,P60,replicate_1,left,3hr_digestion
SRR24975532	SRX20732911	SAMN35813586	GSM7500409	GSM7500409	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	199718686	18174400426	Illumina NovaSeq 6000 sequencing: GSM7500409: hbca_c99,P62,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c99,P62,replicate_1,right,2hr_digstion
SRR24975540	SRX20732907	SAMN35813613	GSM7500382	GSM7500382	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	188839919	17184432629	Illumina NovaSeq 6000 sequencing: GSM7500382: hbca_c73,P53,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c73,P53,replicate_1,right,3hr_digestion
SRR24975541	SRX20732907	SAMN35813613	GSM7500382	GSM7500382	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	186049320	16930488120	Illumina NovaSeq 6000 sequencing: GSM7500382: hbca_c73,P53,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c73,P53,replicate_1,right,3hr_digestion
SRR24975545	SRX20732905	SAMN35813608	GSM7500387	GSM7500387	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	174408180	15871144380	Illumina NovaSeq 6000 sequencing: GSM7500387: hbca_c78,P56,replicate_1,left,6hr_digestion Homo sapiens RNA-Seq	hbca_c78,P56,replicate_1,left,6hr_digestion
SRR24975548	SRX20732904	SAMN35813609	GSM7500386	GSM7500386	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	204390529	18599538139	Illumina NovaSeq 6000 sequencing: GSM7500386: hbca_c77,P55,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c77,P55,replicate_1,right,3hr_digestion
SRR24975550	SRX20732903	SAMN35813610	GSM7500385	GSM7500385	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	212944276	19377929116	Illumina NovaSeq 6000 sequencing: GSM7500385: hbca_c76,P55,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c76,P55,replicate_1,left,3hr_digestion
SRR24975552	SRX20732902	SAMN35813611	GSM7500384	GSM7500384	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	177982194	16196379654	Illumina NovaSeq 6000 sequencing: GSM7500384: hbca_c75,P54,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c75,P54,replicate_1,right,3hr_digestion
SRR24975556	SRX20732899	SAMN35813614	GSM7500381	GSM7500381	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	189117601	17209701691	Illumina NovaSeq 6000 sequencing: GSM7500381: hbca_c72,P53,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c72,P53,replicate_1,left,3hr_digestion
SRR24975558	SRX20732898	SAMN35813615	GSM7500380	GSM7500380	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	194629824	17711313984	Illumina NovaSeq 6000 sequencing: GSM7500380: hbca_c71,P52,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c71,P52,replicate_1,right,3hr_digestion
SRR24975559	SRX20732898	SAMN35813615	GSM7500380	GSM7500380	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	191792827	17453147257	Illumina NovaSeq 6000 sequencing: GSM7500380: hbca_c71,P52,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c71,P52,replicate_1,right,3hr_digestion
SRR24975561	SRX20732897	SAMN35813616	GSM7500379	GSM7500379	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	195260227	17768680657	Illumina NovaSeq 6000 sequencing: GSM7500379: hbca_c70,P52,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c70,P52,replicate_1,left,3hr_digestion
SRR24975562	SRX20732896	SAMN35813617	GSM7500378	GSM7500378	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	227137127	20669478557	Illumina NovaSeq 6000 sequencing: GSM7500378: hbca_c68,P51,replicate_2,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c68,P51,replicate_2,right,3hr_digestion
SRR24975568	SRX20732893	SAMN35813622	GSM7500373	GSM7500373	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	243064917	22118907447	Illumina NovaSeq 6000 sequencing: GSM7500373: hbca_c64,P50,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c64,P50,replicate_1,right,3hr_digestion
SRR24975569	SRX20732893	SAMN35813622	GSM7500373	GSM7500373	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	245276137	22320128467	Illumina NovaSeq 6000 sequencing: GSM7500373: hbca_c64,P50,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c64,P50,replicate_1,right,3hr_digestion
SRR24975570	SRX20732892	SAMN35813470	GSM7500525	GSM7500525	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	97835051	8902989641	Illumina NovaSeq 6000 sequencing: GSM7500525: hbca_c162,P121,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c162,P121,replicate_1,contra,3hr_digestion
SRR24975571	SRX20732892	SAMN35813470	GSM7500525	GSM7500525	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	26640510	2424286410	Illumina NovaSeq 6000 sequencing: GSM7500525: hbca_c162,P121,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c162,P121,replicate_1,contra,3hr_digestion
SRR24975573	SRX20732892	SAMN35813470	GSM7500525	GSM7500525	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	29052001	2643732091	Illumina NovaSeq 6000 sequencing: GSM7500525: hbca_c162,P121,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c162,P121,replicate_1,contra,3hr_digestion
SRR24975580	SRX20732891	SAMN35813533	GSM7500462	GSM7500462	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	110593863	10064041533	Illumina NovaSeq 6000 sequencing: GSM7500462: hbca_c153,P112,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c153,P112,replicate_1,left,3hr_digestion
SRR24975582	SRX20732891	SAMN35813533	GSM7500462	GSM7500462	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	108672382	9889186762	Illumina NovaSeq 6000 sequencing: GSM7500462: hbca_c153,P112,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c153,P112,replicate_1,left,3hr_digestion
SRR24975585	SRX20733034	SAMN35813471	GSM7500524	GSM7500524	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	31383779	2855923889	Illumina NovaSeq 6000 sequencing: GSM7500524: hbca_c156,P115,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c156,P115,replicate_1,contra,3hr_digestion
SRR24975586	SRX20733034	SAMN35813471	GSM7500524	GSM7500524	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	155290680	14131451880	Illumina NovaSeq 6000 sequencing: GSM7500524: hbca_c156,P115,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c156,P115,replicate_1,contra,3hr_digestion
SRR24975589	SRX20733034	SAMN35813471	GSM7500524	GSM7500524	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	28174094	2563842554	Illumina NovaSeq 6000 sequencing: GSM7500524: hbca_c156,P115,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c156,P115,replicate_1,contra,3hr_digestion
SRR24975592	SRX20732890	SAMN35813538	GSM7500457	GSM7500457	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	108301598	9855445418	Illumina NovaSeq 6000 sequencing: GSM7500457: hbca_c148,P107,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c148,P107,replicate_1,right,3hr_digestion
SRR24975600	SRX20732888	SAMN35813535	GSM7500460	GSM7500460	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	105181589	9571524599	Illumina NovaSeq 6000 sequencing: GSM7500460: hbca_c151,P110,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c151,P110,replicate_1,left,3hr_digestion
SRR24975605	SRX20732887	SAMN35813536	GSM7500459	GSM7500459	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	96334504	8766439864	Illumina NovaSeq 6000 sequencing: GSM7500459: hbca_c150,P109,replicate_1,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c150,P109,replicate_1,right,4hr_digestion
SRR24975607	SRX20732887	SAMN35813536	GSM7500459	GSM7500459	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	96174906	8751916446	Illumina NovaSeq 6000 sequencing: GSM7500459: hbca_c150,P109,replicate_1,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c150,P109,replicate_1,right,4hr_digestion
SRR24975611	SRX20732886	SAMN35813537	GSM7500458	GSM7500458	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	105935175	9640100925	Illumina NovaSeq 6000 sequencing: GSM7500458: hbca_c149,P108,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c149,P108,replicate_1,right,3hr_digestion
SRR24975615	SRX20732885	SAMN35813542	GSM7500453	GSM7500453	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	106379585	9680542235	Illumina NovaSeq 6000 sequencing: GSM7500453: hbca_c144,P103,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c144,P103,replicate_1,right,3hr_digestion
SRR24975619	SRX20732884	SAMN35813539	GSM7500456	GSM7500456	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	114537609	10422922419	Illumina NovaSeq 6000 sequencing: GSM7500456: hbca_c147,P106,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c147,P106,replicate_1,right,3hr_digestion
SRR24975621	SRX20732883	SAMN35813540	GSM7500455	GSM7500455	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	109540934	9968224994	Illumina NovaSeq 6000 sequencing: GSM7500455: hbca_c146,P105,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c146,P105,replicate_1,left,3hr_digestion
SRR24975623	SRX20732883	SAMN35813540	GSM7500455	GSM7500455	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	109731366	9985554306	Illumina NovaSeq 6000 sequencing: GSM7500455: hbca_c146,P105,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c146,P105,replicate_1,left,3hr_digestion
SRR24975632	SRX20732880	SAMN35813624	GSM7500371	GSM7500371	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	173841511	15819577501	Illumina NovaSeq 6000 sequencing: GSM7500371: hbca_c62,P50,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c62,P50,replicate_1,left,3hr_digestion
SRR24975636	SRX20732878	SAMN35813626	GSM7500369	GSM7500369	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	190000760	17290069160	Illumina NovaSeq 6000 sequencing: GSM7500369: hbca_c61,P49,replicate_1,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c61,P49,replicate_1,right,4hr_digestion
SRR24975637	SRX20732877	SAMN35813627	GSM7500368	GSM7500368	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	203474234	18516155294	Illumina NovaSeq 6000 sequencing: GSM7500368: hbca_c60,P49,replicate_1,left,4hr_digestion Homo sapiens RNA-Seq	hbca_c60,P49,replicate_1,left,4hr_digestion
SRR24975639	SRX20732876	SAMN35813628	GSM7500367	GSM7500367	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	224191167	20401396197	Illumina NovaSeq 6000 sequencing: GSM7500367: hbca_c58,P48,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c58,P48,replicate_1,right,2hr_digstion
SRR24975641	SRX20732875	SAMN35813636	GSM7500359	GSM7500359	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	219922710	20012966610	Illumina NovaSeq 6000 sequencing: GSM7500359: hbca_c50,P44,replicate_1,left,overnight_digestion Homo sapiens RNA-Seq	hbca_c50,P44,replicate_1,left,overnight_digestion
SRR24975644	SRX20732873	SAMN35813634	GSM7500361	GSM7500361	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	241040559	21934690869	Illumina NovaSeq 6000 sequencing: GSM7500361: hbca_c52,P45,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c52,P45,replicate_1,right,3hr_digestion
SRR24975645	SRX20732874	SAMN35813635	GSM7500360	GSM7500360	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	234131333	21305951303	Illumina NovaSeq 6000 sequencing: GSM7500360: hbca_c51,P44,replicate_1,right,overnight_digestion Homo sapiens RNA-Seq	hbca_c51,P44,replicate_1,right,overnight_digestion
SRR24975646	SRX20732872	SAMN35813633	GSM7500362	GSM7500362	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	228030465	20750772315	Illumina NovaSeq 6000 sequencing: GSM7500362: hbca_c53,P46,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c53,P46,replicate_1,left,2hr_digstion
SRR24975648	SRX20732871	SAMN35813632	GSM7500363	GSM7500363	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	242467755	22064565705	Illumina NovaSeq 6000 sequencing: GSM7500363: hbca_c54,P46,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c54,P46,replicate_1,right,2hr_digstion
SRR24975651	SRX20732871	SAMN35813632	GSM7500363	GSM7500363	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	236928676	21560509516	Illumina NovaSeq 6000 sequencing: GSM7500363: hbca_c54,P46,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c54,P46,replicate_1,right,2hr_digstion
SRR24975653	SRX20732870	SAMN35813631	GSM7500364	GSM7500364	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	183360143	16685773013	Illumina NovaSeq 6000 sequencing: GSM7500364: hbca_c55,P47,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c55,P47,replicate_1,left,2hr_digstion
SRR24975655	SRX20732869	SAMN35813630	GSM7500365	GSM7500365	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	181597567	16525378597	Illumina NovaSeq 6000 sequencing: GSM7500365: hbca_c56,P47,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c56,P47,replicate_1,right,2hr_digstion
SRR24975656	SRX20733033	SAMN35813477	GSM7500518	GSM7500518	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	596766041	71015158879	Illumina NovaSeq 6000 sequencing: GSM7500518: hbca_c155,P114,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c155,P114,replicate_1,contra,3hr_digestion
SRR24975657	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	13102605	1192337055	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975659	SRX20733031	SAMN35813472	GSM7500523	GSM7500523	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	84826565	7719217415	Illumina NovaSeq 6000 sequencing: GSM7500523: hbca_c160,P119,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c160,P119,replicate_1,contra,3hr_digestion
SRR24975662	SRX20733031	SAMN35813472	GSM7500523	GSM7500523	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	56017463	5097589133	Illumina NovaSeq 6000 sequencing: GSM7500523: hbca_c160,P119,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c160,P119,replicate_1,contra,3hr_digestion
SRR24975666	SRX20732892	SAMN35813470	GSM7500525	GSM7500525	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	21445878	1951574898	Illumina NovaSeq 6000 sequencing: GSM7500525: hbca_c162,P121,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c162,P121,replicate_1,contra,3hr_digestion
SRR24975668	SRX20733030	SAMN35813473	GSM7500522	GSM7500522	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	27615271	2512989661	Illumina NovaSeq 6000 sequencing: GSM7500522: hbca_c157,P116,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c157,P116,replicate_1,contra,3hr_digestion
SRR24975671	SRX20733030	SAMN35813473	GSM7500522	GSM7500522	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	51502424	4686720584	Illumina NovaSeq 6000 sequencing: GSM7500522: hbca_c157,P116,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c157,P116,replicate_1,contra,3hr_digestion
SRR24975674	SRX20733030	SAMN35813473	GSM7500522	GSM7500522	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	29043059	2642918369	Illumina NovaSeq 6000 sequencing: GSM7500522: hbca_c157,P116,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c157,P116,replicate_1,contra,3hr_digestion
SRR24975676	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	26901711	2448055701	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975678	SRX20733029	SAMN35813476	GSM7500519	GSM7500519	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	222872394	8203677299	Illumina NovaSeq 6000 sequencing: GSM7500519: hbca_c161,P120,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c161,P120,replicate_1,contra,3hr_digestion
SRR24975692	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	17860110	1625270010	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975693	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	20626703	1877029973	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975695	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	12773075	1162349825	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
